variant,query_set,publication_status,case_id,source_case_id,case_type,exact_sales_code,candidate_count_after_product_filter,expected_no_evidence,gate_blocked,ranked_result_count,hit_at_1,hit_at_3,hit_at_5,recall_at_1,recall_at_3,recall_at_5,mrr_at_5,ndcg_at_5,first_relevant_rank,no_evidence_success,wrong_product_hit_count,forbidden_model_hit_count,invalid_role_hit_count,ranking_latency_ms,passed
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-004,,POSITIVE,WPUIAC425SNW,76,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.1267,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-005,,POSITIVE,WPUIAC425SNW,76,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.1097,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-006,,POSITIVE,WPUIAC425SNW,76,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.1271,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-007,,POSITIVE,WPUIAC425SNW,76,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.1123,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-008,,POSITIVE,WPUIAC425SNW,76,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.092,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-009,,POSITIVE,WPUIAC425SNW,76,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.1095,False
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-010,,POSITIVE,WPUIAC425SNW,76,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0961,False
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-011,,POSITIVE,WPUIAC425SNW,76,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.1676,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-012,,POSITIVE,WPUIAC425SNW,76,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.1559,False
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-013,,POSITIVE,WPUIAC425SNW,76,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.1221,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-014,,POSITIVE,WPUIAC425SNW,76,False,False,5,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.386853,5,,0,0,0,0.1305,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-015,,POSITIVE,WPUIAC425SNW,76,False,False,5,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.430677,4,,0,0,0,0.1024,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-016,,POSITIVE,WPUIAC425SNW,76,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.1426,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-017,,POSITIVE,WPUIAC425SNW,76,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.1875,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-018,,POSITIVE,WPUIAC425SNW,76,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.1042,False
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-019,,POSITIVE,WPUIAC606SNW,74,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.1106,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-020,,POSITIVE,WPUIAC606SNW,74,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.1245,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-021,,POSITIVE,WPUIAC606SNW,74,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.1038,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-022,,POSITIVE,WPUIAC606SNW,74,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0989,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-023,,POSITIVE,WPUIAC606SNW,74,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.0816,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-024,,POSITIVE,WPUIAC606SNW,74,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.077,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-025,,POSITIVE,WPUIAC606SNW,74,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.082,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-026,,POSITIVE,WPUIAC606SNW,74,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0817,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-027,,POSITIVE,WPUIAC606SNW,74,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.0825,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-028,,POSITIVE,WPUIAC606SNW,74,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0745,False
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-029,,POSITIVE,WPUIAC606SNW,74,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.1202,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-030,,POSITIVE,WPUIAC606SNW,74,False,False,5,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.386853,5,,0,0,0,0.0851,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-031,,POSITIVE,WPUIAC606SNW,74,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0693,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-032,,POSITIVE,WPUIAC606SNW,74,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0669,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-033,,POSITIVE,WPUIAC606SNW,74,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.0629,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-034,,POSITIVE,WPUIAC606SNW,74,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.066,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-035,,POSITIVE,WPUIAC606SNW,74,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0723,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-036,,POSITIVE,WPUIAC606SNW,74,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0864,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-037,,POSITIVE,WPUJAC104DWH,66,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.2074,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-038,,POSITIVE,WPUJAC104DWH,66,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.2242,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-039,,POSITIVE,WPUJAC104DWH,66,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.1378,False
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-040,,POSITIVE,WPUJAC104DWH,66,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0927,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-041,,POSITIVE,WPUJAC104DWH,66,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0971,False
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-042,,POSITIVE,WPUJAC104DWH,66,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0953,False
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-043,,POSITIVE,WPUJAC104DWH,66,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.3071,False
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-001,,NEGATIVE,WPUJAC104DWH,66,True,True,0,,,,,,,,,,True,0,0,0,0.0,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-002,,NEGATIVE,WPUIAC425SNW,76,True,False,5,,,,,,,,,,False,0,5,0,0.2725,False
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-003,,NEGATIVE,WPUIAC606SNW,74,True,False,5,,,,,,,,,,False,0,5,0,0.2505,False
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-004,,NEGATIVE,WPUJCC104D,0,True,True,0,,,,,,,,,,True,0,0,0,0.0,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-005,,NEGATIVE,WPUIAC506SNW,0,True,True,0,,,,,,,,,,True,0,0,0,0.0,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-006,,NEGATIVE,UNVERIFIED_FAQ,0,True,True,0,,,,,,,,,,True,0,0,0,0.0,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-007,,NEGATIVE,WPUIAC999ZZZ,0,True,True,0,,,,,,,,,,True,0,0,0,0.0,True
parent_child_256,SUPPLEMENTAL_FAQ_DRAFT,UNREVIEWED_DRAFT_DIAGNOSTIC_ONLY,SUPP-RAGV2-GOLD-0008,RAGV2-GOLD-0008,POSITIVE,WPUJAC104DWH,66,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.2914,True
parent_child_256,SUPPLEMENTAL_FAQ_DRAFT,UNREVIEWED_DRAFT_DIAGNOSTIC_ONLY,SUPP-RAGV2-GOLD-0010,RAGV2-GOLD-0010,POSITIVE,WPUJAC104DWH,66,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.2543,True
parent_child_256,SUPPLEMENTAL_FAQ_DRAFT,UNREVIEWED_DRAFT_DIAGNOSTIC_ONLY,SUPP-RAGV2-GOLD-0011,RAGV2-GOLD-0011,POSITIVE,WPUJAC104DWH,66,False,False,5,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.386853,5,,0,0,0,0.2113,True
parent_child_256,SUPPLEMENTAL_FAQ_DRAFT,UNREVIEWED_DRAFT_DIAGNOSTIC_ONLY,SUPP-RAGV2-GOLD-0012,RAGV2-GOLD-0012,POSITIVE,WPUJAC104DWH,66,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0845,True
parent_child_256,SUPPLEMENTAL_FAQ_DRAFT,UNREVIEWED_DRAFT_DIAGNOSTIC_ONLY,SUPP-RAGV2-GOLD-0013,RAGV2-GOLD-0013,POSITIVE,WPUJAC104DWH,66,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0849,True
